layers	Ralstonia	Shewanella	Unknown_t_class_Coriobacteriia	Unknown_t_order_Vi1virus	Unknown_t_phylum_Firmicutes	Moraxella	Bifidobacterium	Mycobacterium	Unknown_t_order_Alteromonadales	Enterobacter	Hymenobacter	Unknown_t_family_Streptococcaceae	Leuconostoc	Aggregatibacter	Fibrobacter	Oxalobacter	Alcanivorax	Eubacterium	Unknown_t_family_Burkholderiaceae	Unknown_t_family_Xanthomonadaceae	Buchnera	Desulfovibrio	Megasphaera	Unknown_t_order_Enterobacterales	Eggerthella	Vibrio	Faecalibacterium	Staphylococcus	Photobacterium	Proteus	Myroides	Rothia	Unknown_t_order_Selenomonadales	Acidovorax	Fusobacterium	Unknown_t_family_Spirochaetaceae	Lachnoclostridium	Yersinia	Haemophilus	Edwardsiella	Campylobacter	Bacillus	Unknown_t_order_T4virus	Prevotella	Pelosinus	Unknown_t_family_Tannerellaceae	Elizabethkingia	Burkholderia	Rhizobium	Corynebacterium	Weissella	Unknown_t_family_Micavibrio_aeruginosavorus	Unknown_t_family_Selenomonadaceae	Arthrobacter	Unknown_t_family_Peptostreptococcaceae	Achromobacter	Unknown_t_class_Clostridia	Chryseobacterium	Psychrobacter	Escherichia	Porphyromonas	Unknown_t_phylum_Actinobacteria	Gardnerella	Methanobrevibacter	Unknown_t_order_Cc31virus	Photorhabdus	Mannheimia	Providencia	Raoultella	Bibersteinia	Tannerella	Treponema	Enterococcus	Unknown_t_order_Burkholderiales	Anaeromyxobacter	Streptococcus	Idiomarina	Klebsiella	Ruminococcus	Unknown_t_class_Betaproteobacteria	Xanthomonas	Unknown_t_family_Ruminococcaceae	Unknown_t_order_Kp34virus	Cutibacterium	Listeria	Unknown_t_family_Lachnospiraceae	Pluralibacter	Lactobacillus	Serratia	Stenotrophomonas	Dehalobacter	Blautia	Unknown_t_order_K1gvirus	Veillonella	Unknown_t_family_Moraxellaceae	Marinobacter	Unknown_t_phylum_Caudovirales	Acidaminococcus	Unknown_t_family_Enterobacteriaceae	Unknown_t_class_Gammaproteobacteria	Unknown_t_family_Pasteurellaceae	Unknown_t_family_Rhodobacteraceae	Unknown_t_family_Bacillaceae	Erysipelothrix	Francisella	Rhodococcus	Mesorhizobium	Unknown_t_order_Kp15virus	Pseudoalteromonas	Riemerella	Plesiomonas_shigelloides	Deinococcus	Flavobacterium	Kosakonia	Unknown_t_family_Hymenobacteraceae	Aeromonas	Alteromonas	Unknown_t_order_Lactobacillales	Unknown_t_class_Bacteroidia	Paenibacillus	Acinetobacter	Pantoea	Piscirickettsia	Unknown_t_order_Clostridiales	Ethanoligenens	Neisseria	Unknown_t_family_Erysipelotrichaceae	Unknown_t_order_Rhizobiales	Pseudomonas	Bacteroides	Alicycliphilus	Unknown_t_family_Flavobacteriaceae	Unknown_t_family_Clostridiaceae	Solibacillus	Unknown_t_phylum_Proteobacteria	Unknown_t_order_Jd18virus	Pasteurella	Selenomonas	Unknown_t_class_Bacilli	Unknown_t_phylum_Bacteroidetes	Unknown_t_order_Bacteroidales	Unknown_t_order_Micrococcales	Candidatus_Moranella	Microbacterium	Unknown_t_domain_Bacteria	Clostridioides	Unknown_t_phylum_Tenericutes	Clostridium	Streptomyces	Unknown_t_class_Alphaproteobacteria	Thalassolituus	Unknown_t_phylum_Cyanobacteria	Unknown_t_order_V5virus	Ruminiclostridium	Unknown_t_family_Vibrionaceae	Acetobacter	Bordetella	Unknown_t_order_Sp6virus	Methylophaga	Lactococcus	Unknown_t_family_Oceanospirillaceae	Unknown_t_class_Siphoviridae	Unknown_t_family_Comamonadaceae	Butyrivibrio	Parabacteroides	Citrobacter	Unknown_t_phylum_Verrucomicrobia	Mycoplasma	Halomonas	Actinobacillus	Unknown_t_class_Myoviridae	Rickettsia	Unknown_t_order_Felixo1virus	Helicobacter	Lysobacter	Arcobacter	Odoribacter	Unknown_t_class_Actinobacteria	Akkermansia	Desulfotomaculum	Capnocytophaga	Unknown_t_family_Eggerthellaceae	Unknown_t_order_Bacillales	Salmonella	Unknown_t_class_Negativicutes	Cronobacter	Unknown_t_family_Aeromonadaceae	Unknown_t_order_Myxococcales	Brachyspira	Unknown_t_order_Kp36virus
USA0040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34784	0	0	0	0	0	14326423	0	0	0	0	0	0	0	0	0	174807	2143508	0	0	0	32339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272105	0	0	0	0	0	0	0	0	0	0	0	880131	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4482	0	0	0	0	0	0	0	0	0	5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11555	0	0	0	0	0	3126739	0	0	0	0	5241	0	0	0	0	35958	481829	0	0	0	22731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289505	0	0	0	0	0	0	0	0	0	0	0	329397	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0044	0	0	0	0	18424	0	6384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10613	0	0	0	0	0	0	0	0	0	20430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58227	0	0	0	0	0	2981542	0	0	0	0	12677	0	0	0	0	42131	344282	0	0	0	41589	16372	0	5903	0	11592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1450388	0	0	0	0	0	0	0	0	0	0	0	553305	0	23464	0	0	0	0	0	0	0	0	0	0	0
USA0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16912922	0	0	0	0	0	0	0	0	0	62015	440626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3343382	0	0	0	0	0	0	0	0	0	0	0	150988	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0047	0	0	0	0	15269	0	8685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102417	0	0	0	0	0	0	0	0	0	0	0	0	0	11583	0	0	6573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5779	0	0	0	0	0	0	0	0	0	17210	0	0	0	0	0	0	0	0	0	0	0	0	0	5113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88367	0	0	0	5094	0	3458972	0	0	0	0	17471	0	0	0	0	25241	255502	0	0	0	49726	8713	0	16059	0	17953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142980	0	0	0	0	0	0	0	0	0	0	0	321151	0	47196	0	0	0	0	0	0	0	0	0	0	0
USA0048	0	0	0	0	52546	0	283419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2589	3128	0	126917	0	0	0	0	0	0	0	0	0	2274	0	0	0	3958	1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18958	0	0	0	0	0	0	0	0	0	0	0	0	33388	0	0	8648	0	0	5711	0	0	2248	0	0	0	9105	0	0	0	0	0	0	0	0	0	0	0	0	41480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162686	0	0	0	0	0	750301	0	0	0	0	0	0	0	0	0	7608	64973	0	0	0	58162	11121	0	3954	0	0	0	0	0	0	0	0	0	0	0	0	0	2840	0	0	48812	8524	0	0	0	0	0	0	0	0	0	0	51385	2445	0	0	0	0	0	0	0	0	0	0	0	0
USA0050	0	0	0	0	0	0	34892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9826	0	0	0	0	0	8327661	0	0	0	0	0	0	0	0	0	82788	695099	0	0	0	12001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145061	0	0	0	0	0	0	0	0	0	0	0	176215	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0052	0	0	0	0	12540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26161	0	0	0	0	0	9259422	0	0	0	0	0	0	0	0	0	57122	249697	0	0	0	17928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148405	0	0	0	0	0	0	0	0	0	0	0	124399	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92257	0	0	0	0	0	0	0	14791	0	0	0	0	0	0	0	0	0	0	0	0	113646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55667	0	0	0	0	0	11583551	0	0	0	0	0	0	0	0	0	21075	380585	0	0	0	21840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251415	0	0	0	0	0	0	0	0	0	0	0	317002	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13232606	0	0	0	0	0	0	0	0	0	26076	572064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24138	0	0	0	0	0	0	0	0	0	0	0	341020	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0056	0	0	0	0	0	0	13386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25578	0	0	0	0	0	4195129	0	0	0	0	0	0	0	0	0	52477	1278021	0	0	0	23149	7329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136175	0	0	0	0	0	0	0	0	0	0	0	656501	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0057	0	0	0	0	33586	0	64585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18533	0	81865	0	0	0	0	0	0	0	0	0	0	0	0	0	15305	0	0	19945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11241	0	0	0	0	0	0	0	0	0	12413	0	0	0	0	0	0	0	0	0	0	0	0	465117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81634	0	0	0	0	0	5310709	0	0	0	0	0	0	0	0	0	50819	1246288	0	0	0	67971	18087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160237	0	0	0	0	0	0	0	0	0	0	0	518870	0	85895	0	0	0	0	0	0	0	0	0	0	0
USA0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15850	0	0	0	0	0	2851652	0	0	0	0	0	0	0	0	0	27939	302816	0	0	0	15058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525916	0	0	0	0	0	0	0	0	0	0	0	106442	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0059	0	0	0	0	6831	0	7295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	7739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41607	0	0	0	0	0	3144883	0	0	0	0	4503	0	0	0	0	39355	359559	0	0	0	24248	0	0	7356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39471	0	0	0	0	0	0	0	0	0	0	0	363416	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0060	0	0	0	0	0	0	43308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9660346	0	0	0	0	0	0	0	0	0	59666	338646	0	0	0	17676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39534	0	0	0	0	0	0	0	0	0	0	0	428992	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0061	0	0	0	0	0	0	45515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36165	0	0	0	0	0	12737251	0	0	0	0	0	0	0	0	0	34408	465612	0	0	0	15392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631279	0	0	0	0	0	0	0	0	0	0	0	55565	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0063	0	0	0	0	21408	0	26468	0	0	30718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60664	0	0	0	0	0	0	0	0	0	5949	0	0	0	14352	0	0	18973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20702	0	9315	0	0	0	0	0	0	0	28707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117110	0	0	0	0	0	4615079	0	0	0	0	0	0	0	0	0	47944	502952	0	0	0	42685	35734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16087	0	0	0	0	0	0	0	0	0	0	0	202917	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65127	0	0	0	0	0	15148277	0	0	0	0	0	0	0	0	0	52302	403294	0	0	0	31632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485363	0	16567	0	0	0	0	0	0	0	0	0	0	0
USA0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30400	0	0	0	0	0	22143116	0	0	0	0	0	0	0	0	0	177560	2227124	0	0	0	32978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1047808	0	0	0	0	0	0	0	0	0	0	0	3127894	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0068	0	0	0	0	6885	0	34557	0	0	0	0	0	0	0	0	7508	0	0	0	0	0	0	14119	0	0	0	156415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6738	0	0	0	0	0	0	0	0	0	0	0	0	9842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35620	0	0	0	0	0	3713708	0	0	0	0	5679	0	0	0	0	67893	565891	0	0	0	24297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138623	0	0	0	0	0	0	0	0	0	0	0	301736	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0069	0	0	0	0	76662	0	65265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13072	0	0	0	344814	0	0	0	0	0	0	0	0	0	19248	0	0	0	46182	9939	0	35419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68207	0	0	0	12213	0	0	0	0	0	0	0	0	26526	0	0	29631	0	71092	0	0	0	0	0	0	0	90802	0	0	0	0	0	0	0	0	0	0	0	0	59627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12177	0	7476	0	0	0	289965	0	0	0	0	0	3752008	0	0	0	0	13958	0	0	0	0	73726	494096	0	0	0	122741	66894	0	31484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604438	0	0	0	0	0	0	0	0	0	0	0	748964	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0070	0	0	0	0	17474	0	17153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156912	0	0	0	0	0	0	0	0	0	0	0	0	0	7027	0	0	12275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4469	0	0	0	0	0	0	0	0	0	16956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71089	0	0	0	0	0	3185730	0	0	0	0	4709	0	0	0	0	30256	221317	0	0	0	31303	29009	0	10629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109554	0	0	0	0	0	0	0	0	0	0	0	359801	0	48533	0	0	0	0	0	0	0	0	0	0	0
USA0071	0	0	0	0	9098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9103	0	0	0	0	0	0	0	0	0	0	0	0	0	5479	0	0	10864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6258	0	0	0	0	0	0	0	0	0	4841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17731	0	0	0	0	0	2350278	0	0	0	0	0	0	0	0	0	54042	1408493	0	0	0	15771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367444	0	0	0	0	0	0	0	0	0	0	0	41644	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0072	0	0	0	0	0	0	16091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12066	0	0	0	0	0	0	0	0	0	0	0	0	0	7553	0	0	8749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15993	0	0	0	0	0	2764706	0	0	0	0	0	0	0	0	0	13718	353446	0	0	0	17096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55958	0	0	0	0	0	0	0	0	0	0	0	249472	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38959	0	0	0	0	0	4075969	0	0	0	0	0	0	0	0	0	38001	778906	0	0	0	16187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12351	0	0	0	0	877928	0	0	0	0	0	0	0	0	0	0	0	888902	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0074	0	0	0	0	661	0	754	104	0	0	0	0	0	0	0	0	0	0	0	0	0	103	183	0	120	0	8797	0	0	0	0	0	0	0	0	0	226	0	0	0	312	79	0	686	0	0	0	148	0	85	0	0	0	0	0	0	0	0	0	0	73	91	0	0	0	0	0	0	0	0	74	0	0	160	0	0	0	156	0	129	0	92	0	0	0	462	0	0	81	0	0	0	0	0	0	0	0	255	88	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	97	0	0	0	3431	312	0	0	80	416	23155	0	0	0	0	928	0	0	0	0	735	5008	0	0	0	3111	254	0	138	231	262	0	0	0	0	0	0	109	0	0	0	0	0	69	0	1977	0	0	0	0	0	0	0	0	0	0	0	4121	511	1833	0	0	156	0	0	88	0	0	0	0	0
USA0076	0	0	0	0	25696	0	5645	0	0	5867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110476	0	0	0	0	0	0	0	0	0	3704	0	0	0	10898	0	0	9310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4027	0	0	0	7389	0	0	0	0	0	0	0	0	0	0	0	8233	0	13142	0	0	0	0	0	0	0	13293	0	0	0	0	0	0	0	0	0	0	0	0	8427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87897	0	0	0	0	3972	2093577	0	0	0	0	5139	0	0	0	0	53345	422763	0	0	0	47244	9633	0	4931	0	0	0	0	0	0	0	0	0	0	0	9311	0	0	0	0	466625	0	0	0	0	0	0	0	0	0	0	0	46540	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0078	0	0	0	0	7672	0	6638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25381	0	0	0	0	0	0	0	0	0	0	0	0	0	4448	0	0	18086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2761	0	0	8133	0	0	0	0	0	0	0	0	0	5573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39490	0	0	0	0	0	879690	0	0	0	0	2257	0	0	0	0	20061	161564	0	0	0	15576	4026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806228	0	0	0	0	0	0	0	0	0	0	0	164138	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0079	0	0	0	0	15759	0	17557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8184	0	0	0	0	0	0	0	0	0	0	8474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11789	0	0	0	0	0	0	0	0	0	0	0	0	19012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57527	0	0	0	0	0	6351528	0	0	0	0	8661	0	0	0	0	59944	417963	0	0	0	40062	18842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428078	0	0	0	0	0	0	0	0	0	0	0	178084	0	72762	0	0	0	0	0	0	0	0	0	0	0
